date,open,high,low,close,adjusted_close,volume
9/24/2024,7774.56,7810.54,7717.84,7778.49,7778.49,182808900
9/23/2024,7743.2,7775.73,7675.29,7775.73,7775.73,260227800
9/20/2024,7904.4,7904.51,7738.32,7743,7743,317741900
9/19/2024,7858.11,7910.56,7853.35,7905.39,7905.39,259454000
9/18/2024,7845.81,7879.04,7818.96,7829.13,7829.13,241800200
9/17/2024,7832.52,7854.02,7802.27,7831.78,7831.78,216113800
9/13/2024,7805.69,7828.97,7775.64,7812.13,7812.13,162457200
9/12/2024,7782.02,7833.27,7782.02,7798.15,7798.15,252749100
9/11/2024,7770.27,7802.48,7736.78,7760.96,7760.96,171932600
9/10/2024,7725.28,7764.78,7723.3,7761.39,7761.39,196539800
9/9/2024,7729.25,7748.33,7654.73,7702.74,7702.74,138539000
9/6/2024,7684.81,7754.48,7683.7,7721.85,7721.85,122729500
9/5/2024,7679.65,7722.23,7650.8,7681.04,7681.04,137717400
9/4/2024,7577.1,7672.9,7546.05,7672.9,7672.9,147636500
9/3/2024,7706.65,7726.66,7598.47,7616.52,7616.52,165704700
9/2/2024,7686.54,7726.19,7669.92,7694.53,7694.53,156165700
8/30/2024,7642.78,7673.18,7616.35,7670.73,7670.73,194479000
8/29/2024,7679.53,7715.76,7627.6,7627.6,7627.6,153940300
8/28/2024,7604.33,7672.29,7581.05,7658.88,7658.88,152042100
8/27/2024,7598.46,7610.2,7547.26,7597.88,7597.88,141150100
8/26/2024,7549.41,7619.9,7549.41,7606.19,7606.19,142108800
8/23/2024,7510.66,7567.51,7507.74,7544.3,7544.3,128771000
8/22/2024,7531.35,7540.27,7460.4,7488.68,7488.68,140745300
8/21/2024,7563.08,7594.55,7543.64,7554.59,7554.59,199930800
8/20/2024,7490.32,7538.16,7482.5,7533.98,7533.98,183613200
8/19/2024,7428.74,7466.83,7420.38,7466.83,7466.83,138674400
8/16/2024,7443.94,7459.75,7417.21,7432.09,7432.09,151268200
8/15/2024,7442.91,7460.39,7386.74,7409.5,7409.5,150416800
8/14/2024,7377.01,7445.66,7372.89,7436.04,7436.04,168060500
8/13/2024,7316.43,7366.65,7286.55,7356.64,7356.64,146066800
8/12/2024,7265.15,7297.63,7230.79,7297.63,7297.63,156405500
8/9/2024,7219.98,7267.42,7219.92,7257,7257,112712600
8/8/2024,7212.74,7234.45,7181.77,7195.12,7195.12,125248900
8/7/2024,7149.51,7246.26,7147.29,7212.13,7212.13,128572200
8/6/2024,7098.67,7167.26,7066.5,7129.21,7129.21,122457600
8/5/2024,7254.61,7257.48,6998.81,7059.65,7059.65,196047200
8/2/2024,7304.09,7337.98,7264.01,7308.12,7308.12,130681400
8/1/2024,7274.52,7325.98,7258.87,7325.98,7325.98,119012300
7/31/2024,7251.8,7275.19,7226.5,7255.76,7255.76,140459400
7/30/2024,7283.92,7292.56,7226.78,7241.86,7241.86,124088300
7/29/2024,7304.6,7333.9,7274.25,7288.9,7288.9,131946800
7/26/2024,7262.13,7298.96,7256.53,7288.17,7288.17,128745600
7/25/2024,7264.21,7268.05,7207.82,7240.28,7240.28,125922000
7/24/2024,7298.51,7311.15,7249.28,7262.76,7262.76,149278800
7/23/2024,7336.28,7347.02,7293.31,7313.86,7313.86,251719000
7/22/2024,7316.25,7341.91,7301.42,7321.98,7321.98,140918600
7/19/2024,7304.28,7315.14,7249.82,7294.5,7294.5,125286800
7/18/2024,7231.73,7330.81,7220.1,7321.07,7321.07,146217900
7/17/2024,7261.22,7265.09,7207.58,7224.22,7224.22,218209000
7/16/2024,7289.81,7294.79,7213.28,7224.29,7224.29,107863200
7/15/2024,7336.31,7346.1,7252.81,7278.86,7278.86,107422000
7/12/2024,7336.48,7354.16,7300.75,7327.58,7327.58,130722300
7/11/2024,7302.5,7328.27,7274.06,7300.41,7300.41,146390900
7/10/2024,7283.19,7313.2,7272.12,7287.04,7287.04,214279500
7/9/2024,7254.16,7302.94,7239.64,7269.8,7269.8,136101900
7/8/2024,7261.98,7265.08,7215.47,7250.98,7250.98,160069900
7/5/2024,7248.72,7275.94,7213.39,7253.37,7253.37,130902100
7/4/2024,7212.7,7262.84,7204.44,7220.89,7220.89,158574300
7/3/2024,7153.77,7196.75,7126.81,7196.75,7196.75,126775400
7/2/2024,7149.04,7176.87,7099.05,7125.14,7125.14,121880100
7/1/2024,7076.63,7139.63,7075.38,7139.63,7139.63,108297900
6/28/2024,6989.37,7084.62,6987.8,7063.58,7063.58,104714500
6/27/2024,6929.15,6968.14,6915.83,6967.95,6967.95,85223100
6/26/2024,6885.82,6936.26,6885.4,6905.64,6905.64,111785600
6/25/2024,6874.87,6890.44,6843.65,6882.7,6882.7,103645300
6/24/2024,6877.47,6914.81,6870.31,6889.17,6889.17,113953400
6/21/2024,6838.48,6945.83,6823.06,6879.98,6879.98,202168500
6/20/2024,6751.24,6825.56,6728.4,6819.32,6819.32,138884000
6/19/2024,6739.9,6791.53,6698.85,6726.92,6726.92,215680300
6/14/2024,6829.99,6840.2,6713.27,6734.83,6734.83,143790500
6/13/2024,6893.84,6896.65,6831.56,6831.56,6831.56,154352200
6/12/2024,6859.35,6866.27,6821.51,6850.1,6850.1,165086100
6/11/2024,6900.31,6932.46,6855.69,6855.69,6855.69,150124200
6/10/2024,6910.72,6929.1,6846.38,6921.55,6921.55,228419200
6/7/2024,6987.79,6994.12,6887.81,6897.95,6897.95,109886700
6/6/2024,6992.56,7032.57,6939.55,6974.9,6974.9,129986000
6/5/2024,7114.54,7118.35,6934.94,6947.67,6947.67,137116300
6/4/2024,7071.09,7149.19,7065.03,7099.31,7099.31,160663800
6/3/2024,7030.21,7088.4,6993.09,7036.19,7036.19,141774800
5/31/2024,7076.37,7102.22,6959.23,6970.74,6970.74,269684600
5/30/2024,7125.77,7134.71,6984.98,7034.14,7034.14,177693800
5/29/2024,7275.53,7282,7127.21,7140.23,7140.23,144619600
5/28/2024,7228.51,7308.14,7228.41,7253.63,7253.63,166427200
5/27/2024,7219.98,7256.18,7171.49,7176.42,7176.42,190885600
5/22/2024,7198.19,7239.86,7191.11,7222.38,7222.38,135720300
5/21/2024,7258.41,7295.06,7179.53,7186.04,7186.04,135589400
5/20/2024,7329.4,7374.55,7243.01,7266.69,7266.69,158071100
5/17/2024,7249.73,7356.71,7245.2,7317.24,7317.24,181505100
5/16/2024,7203.17,7270.76,7201.92,7246.7,7246.7,154713600
5/15/2024,7085.38,7192.15,7082.12,7179.83,7179.83,139854300
5/14/2024,7095.52,7136.64,7071.5,7083.76,7083.76,137468100
5/13/2024,7061.37,7111.6,7052.23,7099.26,7099.26,134590500
5/8/2024,7129.46,7164.31,7071.35,7088.79,7088.79,147871800
5/7/2024,7136.85,7159.77,7108.18,7123.61,7123.61,148490800
5/6/2024,7171.59,7178.77,7102.69,7135.89,7135.89,164988900
5/3/2024,7142.86,7165.1,7094.62,7134.72,7134.72,159524500
5/2/2024,7227.61,7232.95,7072.47,7117.42,7117.42,145628700
4/30/2024,7187.41,7266.87,7179.69,7234.2,7234.2,156560600
4/29/2024,7021.49,7155.78,7021.49,7155.78,7155.78,129998600
4/26/2024,7137.93,7149.25,7036.08,7036.08,7036.08,137603900
4/25/2024,7167.98,7177.06,7132.1,7155.29,7155.29,140400000
4/24/2024,7127.05,7191.18,7126.85,7174.53,7174.53,154056000
4/23/2024,7102.81,7165.95,7099.84,7110.81,7110.81,172892100
4/22/2024,7099.52,7117.02,7026.48,7073.82,7073.82,121595900
4/19/2024,7131.46,7141.58,7036.21,7087.32,7087.32,150694500
4/18/2024,7151.74,7180.56,7135.52,7166.81,7166.81,129376600
4/17/2024,7199.83,7234.37,7130.84,7130.84,7130.84,143541300
4/16/2024,7130.63,7188.09,7066.57,7164.81,7164.81,175642500
4/5/2024,7245.32,7298.86,7239.27,7286.88,7286.88,94886600
4/4/2024,7170.72,7254.4,7165.83,7254.4,7254.4,108900300
4/3/2024,7214.02,7226.35,7158.74,7166.84,7166.84,111040300
4/2/2024,7199.12,7236.98,7153.94,7236.98,7236.98,127711500
4/1/2024,7286.11,7295,7137.46,7205.06,7205.06,124345600
3/28/2024,7289.16,7313.01,7244.95,7288.81,7288.81,124084200
3/27/2024,7364.23,7375.4,7292.8,7310.09,7310.09,125276700
3/26/2024,7337.66,7371.84,7330.46,7365.66,7365.66,138442500
3/25/2024,7339.52,7377.76,7316.93,7377.76,7377.76,124315600
3/22/2024,7327.51,7350.15,7318.44,7350.15,7350.15,123735900
3/21/2024,7360.56,7396.47,7336.6,7338.35,7338.35,139792200
3/20/2024,7303.93,7343.46,7295.35,7331.13,7331.13,169731600
3/19/2024,7320.54,7361.53,7314.18,7336.75,7336.75,137594400
3/18/2024,7338.08,7358.55,7300.94,7302.45,7302.45,155334600
3/15/2024,7408.66,7416.34,7308.04,7328.05,7328.05,231480500
3/14/2024,7405.57,7454.45,7380.65,7433.31,7433.31,129206200
3/13/2024,7422.3,7441.62,7392.01,7421.21,7421.21,135225800
3/8/2024,7398.43,7416.43,7376.16,7381.91,7381.91,125243200
3/7/2024,7338.73,7386.87,7334.31,7373.96,7373.96,193312700
3/6/2024,7252.08,7331.08,7248.53,7329.8,7329.8,180285900
3/5/2024,7296.53,7305.45,7238.34,7247.46,7247.46,152811800
3/4/2024,7318.83,7328.38,7259.78,7276.75,7276.75,168064100
3/1/2024,7318.67,7331.32,7269.89,7311.91,7311.91,134622000
2/29/2024,7326.8,7337.92,7289.34,7316.11,7316.11,230050900
2/28/2024,7292.08,7328.74,7289.26,7328.64,7328.64,220356500
2/27/2024,7263.99,7292.93,7255.12,7285.32,7285.32,183851000
2/26/2024,7277.64,7295.14,7252.28,7283.82,7283.82,147080400
2/23/2024,7326.53,7340.19,7262.1,7295.1,7295.1,146259500
2/22/2024,7334.95,7365.76,7321.52,7339.64,7339.64,154523800
2/21/2024,7345.79,7370.88,7286.67,7349.02,7349.02,152570100
2/20/2024,7320.72,7354.11,7309.5,7352.6,7352.6,129972000
2/19/2024,7323.31,7339.76,7277.54,7296.7,7296.7,151238000
2/16/2024,7337.82,7370.57,7314.88,7335.54,7335.54,146427800
2/15/2024,7337.63,7365.68,7298.48,7303.28,7303.28,184420400
2/13/2024,7301.59,7301.59,7197.83,7209.74,7209.74,128287400
2/12/2024,7268.33,7306.16,7250.31,7297.67,7297.67,178661300
2/7/2024,7264.98,7285.13,7225.45,7235.15,7235.15,138054800
2/6/2024,7230.15,7268.13,7212.14,7247.41,7247.41,138020300
2/5/2024,7237.33,7254.09,7186.17,7198.62,7198.62,137325900
2/2/2024,7221.9,7238.79,7180.36,7238.79,7238.79,114364900
2/1/2024,7221.85,7248.53,7191.69,7201.7,7201.7,157409100
1/31/2024,7213.31,7247.52,7192.64,7207.94,7207.94,170270400
1/30/2024,7147.24,7213.19,7133.61,7192.22,7192.22,182161800
1/29/2024,7147.71,7177.7,7115.04,7157.17,7157.17,160408500
1/26/2024,7152.27,7166.69,7099.08,7137.09,7137.09,140214300
1/25/2024,7215.53,7253.72,7176.11,7178.04,7178.04,130391900
1/24/2024,7255.77,7271.96,7170.3,7227.82,7227.82,128902300
1/23/2024,7232.52,7256.23,7201.83,7256.23,7256.23,132610200
1/22/2024,7233.17,7247.93,7194.95,7247.93,7247.93,141722200
1/19/2024,7271.34,7277.98,7170.81,7227.4,7227.4,137359600
1/18/2024,7198.85,7267.08,7185.38,7252.97,7252.97,158921700
1/17/2024,7248.01,7252.46,7162.48,7200.63,7200.63,202143100
1/16/2024,7231.64,7268.18,7210.03,7242.79,7242.79,130295500
1/15/2024,7254.04,7281.26,7206.31,7224,7224,132959600
1/12/2024,7242.37,7271.87,7205.76,7241.14,7241.14,152196500
1/11/2024,7253.46,7277.5,7219.96,7219.96,7219.96,190523900
1/10/2024,7187.58,7259.6,7152.88,7227.3,7227.3,152699300
1/9/2024,7299.78,7311.64,7180.16,7200.2,7200.2,152570700
1/8/2024,7362.05,7393.13,7275.17,7283.58,7283.58,140602400
1/5/2024,7376.29,7403.58,7350.62,7350.62,7350.62,163057200
1/4/2024,7290.06,7371.23,7280.41,7359.76,7359.76,155674900
1/3/2024,7316.11,7321.88,7275.87,7279.09,7279.09,159498400
1/2/2024,7268.4,7323.59,7245.57,7323.59,7323.59,121359000
12/29/2023,7307.11,7309.78,7259.68,7272.8,7272.8,123172800
12/28/2023,7266.57,7308.21,7262.25,7303.89,7303.89,123036000
12/27/2023,7256.16,7293.52,7239.66,7245.92,7245.92,124953000
12/22/2023,7225.62,7248.55,7218.17,7237.52,7237.52,111284900
12/21/2023,7222.09,7229.29,7173.01,7209.62,7209.62,144347800
12/20/2023,7207.18,7237.97,7196.24,7219.67,7219.67,142313600
12/19/2023,7116.55,7187.85,7112.82,7187.85,7187.85,155446500
12/18/2023,7181.43,7192.89,7092.03,7119.52,7119.52,239480200
12/15/2023,7183.15,7215.94,7169.43,7190.99,7190.99,207901200
12/14/2023,7134.04,7191.16,7115.45,7176.02,7176.02,228648300
12/13/2023,7110.08,7124.48,7045.94,7075.34,7075.34,182766500
12/12/2023,7104.97,7134.22,7082.88,7125.31,7125.31,255110500
12/11/2023,7139.28,7153.12,7045.17,7088.79,7088.79,490104800
12/8/2023,7134.62,7201.63,7123.04,7159.6,7159.6,270037600
12/7/2023,7087.4,7134.62,7041.01,7134.62,7134.62,235230700
12/6/2023,7100.85,7140.16,7085.81,7087.4,7087.4,272847500
12/5/2023,7093.06,7117.58,7047.63,7100.85,7100.85,319577000
12/4/2023,7060.04,7149.24,7060.04,7093.6,7093.6,308380600
12/1/2023,7080.06,7083.86,7022.77,7059.91,7059.91,265990100
11/30/2023,7036.09,7109.61,7036.09,7080.74,7080.74,259745500
11/29/2023,7041.07,7070.19,7020.01,7036.09,7036.09,167555900
11/28/2023,7013.41,7067.14,7010.83,7041.07,7041.07,167633600
11/27/2023,7009.63,7061.83,7008.81,7013.41,7013.41,163462500
11/24/2023,7004.48,7049.54,7000.1,7009.63,7009.63,181146200
11/23/2023,6907.09,7018.43,6906.61,7004.34,7004.34,219080000
11/22/2023,6961.79,6965.41,6893.51,6906.95,6906.95,181914600
11/21/2023,6994.89,7010.98,6946.96,6961.79,6961.79,160615900
11/20/2023,6977.67,7011.06,6962.75,6994.89,6994.89,150491900
11/17/2023,6958.15,6977.67,6919.63,6977.67,6977.67,122926700
11/16/2023,6958.34,6964.17,6906.59,6958.01,6958.01,122880300
11/15/2023,6862.33,6985.59,6862.33,6958.21,6958.21,181839600
11/14/2023,6838.04,6886.81,6829.95,6862.06,6862.06,152609900
11/13/2023,6809.26,6857.1,6809.26,6838.31,6838.31,187630200
11/10/2023,6838.23,6843.96,6801.92,6809.26,6809.26,133618500
11/9/2023,6804.11,6865.08,6793.76,6838.23,6838.23,120495400
11/8/2023,6843.65,6843.92,6760.1,6804.11,6804.11,151412300
11/7/2023,6878.84,6887.02,6806.88,6843.79,6843.79,193087900
11/6/2023,6788.85,6878.84,6787.23,6878.84,6878.84,228787500
11/3/2023,6751.39,6826.62,6748.7,6788.85,6788.85,231714900
11/2/2023,6642.69,6785,6642.69,6751.39,6751.39,221191100
11/1/2023,6751.94,6773.98,6639.82,6642.42,6642.42,206571400
10/31/2023,6735.89,6754.52,6666.41,6752.21,6752.21,195489700
10/30/2023,6758.66,6775.21,6692.78,6735.89,6735.89,157763400
10/27/2023,6714.52,6781.39,6713.94,6758.79,6758.79,163096100
10/26/2023,6833.98,6838.81,6704.52,6714.52,6714.52,168306200
10/25/2023,6806.9,6878.56,6806.9,6834.39,6834.39,153802700
10/24/2023,6741.83,6826.05,6738.53,6806.76,6806.76,141478700
10/23/2023,6849.17,6853.45,6730.88,6741.96,6741.96,168543100
10/20/2023,6846.43,6869.47,6803.19,6849.17,6849.17,194064800
10/19/2023,6927.63,6927.98,6840.37,6846.43,6846.43,205941400
10/18/2023,6939.62,6968.25,6908.29,6927.91,6927.91,187464900
10/17/2023,6896.29,6948.04,6892.23,6939.62,6939.62,176866700
10/16/2023,6926.92,6970.6,6878.26,6896.29,6896.29,341572100
10/13/2023,6934.88,6973.75,6902.06,6926.78,6926.78,216335000
10/12/2023,6931.89,6986.88,6931.89,6935.15,6935.15,218808900
10/11/2023,6922.19,6965.83,6914.72,6931.75,6931.75,178123100
10/10/2023,6891.46,6954.01,6891.46,6922.19,6922.19,123670000
10/9/2023,6888.52,6929.97,6880.54,6891.46,6891.46,139709000
10/6/2023,6875.1,6913.01,6875.1,6888.52,6888.52,142303700
10/5/2023,6886.99,6934.8,6874.83,6874.83,6874.83,167955300
10/4/2023,6940.89,6943.27,6839.86,6886.58,6886.58,196090300
10/3/2023,6961.46,6992.63,6940.89,6940.89,6940.89,167668900
10/2/2023,6939.89,6984.58,6939.61,6961.46,6961.46,157872500
9/29/2023,6937.83,6978.59,6937.83,6939.89,6939.89,165659400
9/27/2023,6923.8,6970.85,6913.35,6937.83,6937.83,154929800
9/26/2023,6998.1,7019.55,6913.82,6923.8,6923.8,222491300
9/25/2023,7016.98,7029.77,6994.44,6998.38,6998.38,182991900
9/22/2023,6991.47,7040.13,6985.96,7016.84,7016.84,155659000
9/21/2023,7011.68,7021.29,6974.01,6991.47,6991.47,138027800
9/20/2023,6980.32,7046.48,6980.32,7011.68,7011.68,146616600
9/19/2023,6936.37,6994.04,6934.71,6980.32,6980.32,135442200
9/18/2023,6982.79,6999.4,6928.77,6936.08,6936.08,153763100
9/15/2023,6959.19,7011.88,6945.07,6982.79,6982.79,346903000
9/14/2023,6935.33,6968.98,6927.68,6959.33,6959.33,171813100
9/13/2023,6934.11,6944.82,6903.23,6935.48,6935.48,163898700
9/12/2023,6963.39,6976.48,6928.23,6933.97,6933.97,174683500
9/11/2023,6924.78,6963.39,6904.36,6963.39,6963.39,174103700
9/8/2023,6954.81,6966.77,6900.59,6924.78,6924.78,140402900
9/7/2023,6996.1,7003.67,6927.42,6954.81,6954.81,191159400
9/6/2023,6991.71,7020.97,6989.79,6995.95,6995.95,165422100
9/5/2023,6996.75,7014.48,6972.63,6991.71,6991.71,183173900
9/4/2023,6977.8,7007.8,6974.82,6996.75,6996.75,154577900
9/1/2023,6953.26,6992.63,6950.26,6977.65,6977.65,145790000
8/31/2023,6966.66,6982.35,6924.23,6953.26,6953.26,233127700
8/30/2023,6958.26,7008.49,6958.26,6966.66,6966.66,159326300
8/29/2023,6921.73,6964.73,6921.73,6957.83,6957.83,244345800
8/28/2023,6895.87,6940.12,6895.87,6921.73,6921.73,185488900
8/25/2023,6899.39,6906.08,6869.63,6895.44,6895.44,129994800
8/24/2023,6921.41,6937.65,6898.39,6899.39,6899.39,142846200
8/23/2023,6916.45,6959.43,6916.45,6921.41,6921.41,170674700
8/22/2023,6866.03,6927.45,6860.69,6916.45,6916.45,158573900
8/21/2023,6860.05,6890.28,6859.42,6866.03,6866.03,207708300
8/18/2023,6899.83,6899.83,6856.38,6859.91,6859.91,130737900
8/16/2023,6915.1,6915.1,6855.89,6900.54,6900.54,152291200
8/15/2023,6910.46,6928.63,6898.38,6915.1,6915.1,172760000
8/14/2023,6879.98,6910.17,6823.75,6910.17,6910.17,138804900
8/11/2023,6893.28,6906.65,6865.11,6879.98,6879.98,130736700
8/10/2023,6875.11,6910.75,6875.11,6893.28,6893.28,162734000
8/9/2023,6868.81,6901.06,6863.08,6875.11,6875.11,218491200
8/8/2023,6886.51,6915.05,6861.63,6868.81,6868.81,170357400
8/7/2023,6852.84,6904.36,6852.84,6886.37,6886.37,134540800
8/4/2023,6898.22,6925.01,6850.9,6852.84,6852.84,118791000
8/3/2023,6854.51,6924.05,6839.74,6898.08,6898.08,163613400
8/2/2023,6886.5,6886.5,6833.98,6854.51,6854.51,183858400
8/1/2023,6931.08,6934.39,6880.47,6886.5,6886.5,196062700
7/31/2023,6900.23,6931.36,6895.07,6931.36,6931.36,171457600
7/28/2023,6896.81,6904.1,6857.37,6900.23,6900.23,146686100
7/27/2023,6948.28,6966.17,6896.66,6896.66,6896.66,158624100
7/26/2023,6917.71,6955.98,6917.41,6948.28,6948.28,149683800
7/25/2023,6897.98,6944.62,6897.98,6917.71,6917.71,150504400
7/24/2023,6880.8,6929.68,6877.95,6899.4,6899.4,150084400
7/21/2023,6864.19,6880.8,6837.65,6880.8,6880.8,131640100
7/20/2023,6830.06,6874.89,6828,6864.19,6864.19,142032500
7/18/2023,6867.14,6902.14,6798.43,6830.2,6830.2,150363000
7/17/2023,6869.71,6931.27,6867.14,6867.14,6867.14,176805700
7/14/2023,6810.21,6874.78,6810.21,6869.57,6869.57,160702800
7/13/2023,6808.35,6835.74,6783.74,6810.21,6810.21,171443900
7/12/2023,6796.92,6820.18,6785.86,6808.21,6808.21,161722800
7/11/2023,6731.18,6796.92,6730.63,6796.92,6796.92,160428000
7/10/2023,6716.46,6763.55,6716.46,6731.04,6731.04,123617000
7/7/2023,6757.05,6757.05,6711.22,6716.46,6716.46,158332900
7/6/2023,6718.26,6766.27,6712.07,6757.33,6757.33,179543000
7/5/2023,6681.75,6719.06,6676.93,6718.98,6718.98,148911000
7/4/2023,6696.86,6713.99,6672.77,6681.75,6681.75,146273000
7/3/2023,6661.74,6696.72,6660.82,6696.72,6696.72,125551000
6/27/2023,6664.67,6679.63,6652.9,6661.88,6661.88,142328900
6/26/2023,6639.73,6674.06,6622.18,6664.67,6664.67,126037100
6/23/2023,6652.26,6665.66,6635.48,6639.73,6639.73,113447100
6/22/2023,6702.77,6717.98,6652.26,6652.26,6652.26,168533600
6/21/2023,6660.46,6702.63,6635.67,6702.63,6702.63,120273100
6/20/2023,6686.06,6692.44,6626.15,6660.46,6660.46,118276600
6/19/2023,6698.55,6705.04,6669.05,6686.06,6686.06,161424500
6/16/2023,6713.52,6726.46,6669.34,6698.55,6698.55,172061800
6/15/2023,6699.72,6717.46,6660.91,6713.79,6713.79,151187300
6/14/2023,6718.87,6744.64,6672.86,6699.72,6699.72,178279800
6/13/2023,6722.37,6744.04,6697.07,6719.01,6719.01,176568000
6/12/2023,6694.58,6722.37,6670.52,6722.37,6722.37,158712000
6/9/2023,6666.05,6703.82,6648.96,6694.02,6694.02,182769600
6/8/2023,6619.75,6666.33,6598.42,6666.33,6666.33,168616600
6/7/2023,6619.06,6638.58,6578.76,6619.75,6619.75,162881000
6/6/2023,6633.44,6677.57,6602,6618.92,6618.92,231838500
6/5/2023,6633.26,6663.71,6598.51,6633.44,6633.44,152714500
5/31/2023,6636.42,6657.65,6562.96,6633.26,6633.26,615071900
5/30/2023,6681.1,6700.24,6636.42,6636.42,6636.42,173775000
5/29/2023,6687.28,6708.37,6617.24,6681.1,6681.1,164801800
5/26/2023,6704.23,6727.29,6669.24,6687,6687,181504900
5/25/2023,6745.8,6749.71,6702.53,6704.23,6704.23,156986800
5/24/2023,6736.68,6755.88,6713.89,6745.8,6745.8,137679300
5/23/2023,6729.65,6772.65,6727.07,6736.68,6736.68,162216500
5/22/2023,6700.56,6757.62,6675.88,6729.65,6729.65,167491100
5/19/2023,6663.11,6715.03,6662.75,6700.56,6700.56,161565100
5/17/2023,6676.42,6706.6,6661.47,6663.11,6663.11,180449300
5/16/2023,6711.74,6729.07,6659.07,6676.56,6676.56,156372400
5/15/2023,6708.46,6729.3,6656.65,6711.74,6711.74,142578400
5/12/2023,6755.94,6755.94,6704.57,6707.76,6707.76,173779500
5/11/2023,6811.9,6814.12,6717.42,6755.94,6755.94,162906200
5/10/2023,6780.4,6820.12,6775.19,6811.9,6811.9,181480200
5/9/2023,6769.63,6793.77,6742.18,6779.98,6779.98,172097200
5/8/2023,6787.49,6798.32,6756.66,6769.63,6769.63,179625500
5/5/2023,6844.03,6851.59,6733.78,6787.63,6787.63,148189400
5/4/2023,6812.72,6846.12,6780.09,6844.03,6844.03,137517900
5/3/2023,6863.3,6865.61,6776.9,6812.72,6812.72,121306900
5/2/2023,6915.72,6920.34,6814.34,6863.3,6863.3,136480100
4/28/2023,6945.48,6958.67,6897.71,6915.72,6915.72,130620700
4/27/2023,6910.85,6971.91,6877.65,6945.48,6945.48,161595900
4/26/2023,6821.81,6910.15,6821.6,6910.15,6910.15,120164300
4/18/2023,6787.58,6839.76,6784.17,6821.81,6821.81,103660800
4/17/2023,6818.71,6829.51,6765.14,6787.58,6787.58,94860100
4/14/2023,6785.88,6838.07,6785.7,6818.57,6818.57,137035000
4/13/2023,6798.54,6816.88,6764.66,6785.6,6785.6,161495800
4/12/2023,6811.46,6833.74,6775.28,6798.96,6798.96,151427200
4/11/2023,6771.23,6811.31,6738.77,6811.31,6811.31,161404500
4/10/2023,6792.77,6799.49,6735.19,6771.23,6771.23,129368500
4/6/2023,6819.67,6832.73,6786.29,6792.77,6792.77,172852900
4/5/2023,6833.18,6867.34,6816.43,6819.67,6819.67,123965500
4/4/2023,6827.03,6859.69,6781.52,6833.18,6833.18,131576400
4/3/2023,6805.28,6849.36,6805.13,6827.17,6827.17,127453100
3/31/2023,6809.09,6831.55,6789.61,6805.28,6805.28,139015200
3/30/2023,6839.44,6868.63,6803.09,6808.95,6808.95,140466800
3/29/2023,6760.33,6851.51,6760.33,6839.44,6839.44,143324900
3/28/2023,6708.93,6764.65,6708.93,6760.33,6760.33,126113300
3/27/2023,6762.25,6772.6,6704.75,6708.93,6708.93,135182600
3/24/2023,6694.02,6776.9,6692.17,6762.25,6762.25,146575100
3/21/2023,6612.49,6691.61,6609.22,6691.61,6691.61,145475100
3/20/2023,6678.24,6678.24,6587.69,6612.49,6612.49,128905000
3/17/2023,6565.73,6683.09,6565.73,6678.24,6678.24,455755600
3/16/2023,6628.14,6630.77,6542.79,6565.73,6565.73,154420700
3/15/2023,6641.81,6709.86,6628.14,6628.14,6628.14,139210500
3/14/2023,6786.67,6786.67,6635.38,6641.81,6641.81,166605500
3/13/2023,6765.02,6812.87,6727.44,6786.96,6786.96,141798000
3/10/2023,6799.79,6799.79,6741.41,6765.3,6765.3,131746200
3/9/2023,6776.37,6824.66,6776.37,6799.79,6799.79,113187000
3/8/2023,6766.76,6776.37,6728.19,6776.37,6776.37,144130900
3/7/2023,6806.86,6812.96,6758,6766.76,6766.76,140398600
3/6/2023,6813.92,6856.57,6801.19,6807,6807,137055800
3/3/2023,6857.42,6884.12,6804.48,6813.64,6813.64,118736600
3/2/2023,6845.08,6875.1,6841.86,6857.42,6857.42,136086000
3/1/2023,6843.1,6889.51,6833.19,6844.94,6844.94,146293200
2/28/2023,6854.78,6890.35,6843.24,6843.24,6843.24,167931100
2/27/2023,6856.58,6871.11,6819.87,6854.78,6854.78,127631500
2/24/2023,6839.45,6880.31,6839.45,6856.58,6856.58,130300200
2/23/2023,6810.11,6839.45,6807,6839.45,6839.45,124488600
2/22/2023,6873.26,6875.39,6781.23,6809.97,6809.97,149215500
2/21/2023,6894.72,6923.67,6870.91,6873.4,6873.4,144215700
2/20/2023,6895.86,6910.5,6863.67,6894.72,6894.72,175859700
2/17/2023,6895.66,6919.09,6868.28,6895.71,6895.71,180098400
2/16/2023,6914.54,6933.28,6875.3,6895.66,6895.66,173648600
2/15/2023,6941.85,6946.03,6872.87,6914.54,6914.54,148477900
2/14/2023,6900.14,6941.85,6900.14,6941.85,6941.85,162808100
2/13/2023,6880.33,6915.14,6871.88,6900.14,6900.14,213914100
2/10/2023,6895.24,6895.24,6803.42,6880.33,6880.33,140803700
2/9/2023,6940.12,6961.15,6896.04,6897.37,6897.37,176681300
2/8/2023,6935.3,6961.92,6912.11,6940.12,6940.12,172668200
2/7/2023,6873.79,6946.23,6873.79,6935.3,6935.3,173101600
2/6/2023,6911.73,6924.88,6835.76,6873.79,6873.79,143480000
2/3/2023,6890.71,6951.97,6890.71,6911.73,6911.73,202858400
2/2/2023,6862.26,6896.73,6855.37,6890.57,6890.57,189189500
2/1/2023,6838.92,6893.18,6838.92,6862.26,6862.26,145899200
