"yf-u4m6f0","yf-u4m6f0 2","yf-u4m6f0 3","yf-u4m6f0 4","yf-u4m6f0 5","yf-u4m6f0 6","yf-u4m6f0 7"
"Nov 13, 2017","6,020.75","6,045.49","6,016.99","6,021.46","6,021.46","52,371,100"
"Nov 10, 2017","6,044.28","6,054.53","6,020.46","6,021.83","6,021.83","52,158,500"
"Nov 9, 2017","6,055.55","6,071.54","6,039.86","6,042.46","6,042.46","55,020,000"
"Nov 8, 2017","6,052.99","6,069.77","6,033.55","6,049.38","6,049.38","69,448,300"
"Nov 7, 2017","6,055.75","6,065.29","6,047.27","6,060.45","6,060.45","48,839,400"
"Nov 6, 2017","6,031.52","6,062.06","6,025.07","6,050.82","6,050.82","60,106,200"
"Nov 3, 2017","6,044.79","6,046.26","5,989.68","6,039.54","6,039.54","46,256,000"
"Nov 2, 2017","6,052.03","6,082.23","6,031.11","6,031.11","6,031.11","54,973,300"
"Nov 1, 2017","6,017.04","6,038.99","6,008.37","6,038.15","6,038.15","54,590,800"
"Oct 31, 2017","6,034.38","6,034.62","5,989.86","6,005.78","6,005.78","54,137,200"
"Oct 30, 2017","5,990.19","6,008.63","5,969.21","5,974.08","5,974.08","58,489,300"
"Oct 27, 2017","5,998.17","6,020.29","5,969.78","5,975.28","5,975.28","48,687,400"
"Oct 26, 2017","6,018.27","6,042.45","5,995.85","5,995.85","5,995.85","59,713,900"
"Oct 25, 2017","5,962.03","6,025.43","5,961.75","6,025.43","6,025.43","63,953,500"
"Oct 24, 2017","5,955.27","5,974.20","5,949.33","5,952.08","5,952.08","80,765,300"
"Oct 23, 2017","5,946.15","5,965.99","5,945.33","5,950.03","5,950.03","77,697,000"
"Oct 20, 2017","5,923.08","5,959.58","5,918.53","5,929.55","5,929.55","63,590,000"
"Oct 19, 2017","5,927.73","5,934.68","5,903.87","5,910.53","5,910.53","74,254,100"
"Oct 18, 2017","5,955.21","5,958.00","5,903.62","5,929.20","5,929.20","71,998,500"
"Oct 17, 2017","5,957.58","5,961.51","5,922.07","5,947.33","5,947.33","51,689,400"
"Oct 16, 2017","5,927.99","5,956.95","5,927.99","5,949.70","5,949.70","71,106,000"
"Oct 13, 2017","5,926.03","5,947.86","5,915.13","5,924.12","5,924.12","66,819,100"
"Oct 12, 2017","5,886.42","5,932.01","5,883.50","5,926.20","5,926.20","73,889,100"
"Oct 11, 2017","5,900.73","5,906.13","5,860.76","5,882.79","5,882.79","47,636,200"
"Oct 10, 2017","5,918.13","5,927.68","5,896.46","5,905.76","5,905.76","47,250,700"
"Oct 9, 2017","5,906.71","5,926.38","5,902.46","5,914.93","5,914.93","41,022,200"
"Oct 6, 2017","5,922.11","5,922.75","5,894.24","5,905.38","5,905.38","46,067,100"
"Oct 5, 2017","5,954.73","5,956.40","5,901.91","5,901.91","5,901.91","56,536,700"
"Oct 4, 2017","5,952.38","5,967.12","5,946.64","5,951.48","5,951.48","58,319,800"
"Oct 3, 2017","5,915.43","5,953.48","5,899.53","5,939.45","5,939.45","60,605,100"
"Oct 2, 2017","5,917.75","5,936.14","5,909.11","5,914.03","5,914.03","48,741,000"
"Sep 29, 2017","5,855.08","5,907.44","5,851.70","5,900.85","5,900.85","50,217,900"
"Sep 28, 2017","5,860.55","5,866.61","5,839.59","5,841.05","5,841.05","60,274,300"
"Sep 27, 2017","5,872.59","5,873.03","5,841.02","5,863.03","5,863.03","53,676,700"
"Sep 26, 2017","5,897.01","5,904.95","5,859.85","5,863.96","5,863.96","59,271,800"
"Sep 25, 2017","5,910.16","5,918.09","5,882.94","5,894.61","5,894.61","46,527,500"
"Sep 22, 2017","5,905.23","5,928.79","5,883.57","5,911.71","5,911.71","50,278,100"
"Sep 20, 2017","5,902.21","5,908.86","5,885.83","5,906.57","5,906.57","59,948,400"
"Sep 19, 2017","5,885.21","5,901.33","5,868.34","5,901.33","5,901.33","57,340,500"
"Sep 18, 2017","5,875.11","5,884.61","5,851.23","5,884.61","5,884.61","51,691,500"
"Sep 15, 2017","5,854.45","5,875.53","5,831.18","5,872.39","5,872.39","62,775,100"
"Sep 14, 2017","5,849.72","5,867.21","5,841.40","5,852.00","5,852.00","73,420,600"
"Sep 13, 2017","5,860.49","5,881.69","5,840.92","5,845.73","5,845.73","67,508,200"
"Sep 12, 2017","5,877.25","5,884.15","5,861.54","5,872.38","5,872.38","59,543,200"
"Sep 11, 2017","5,863.42","5,883.95","5,858.24","5,871.88","5,871.88","51,533,200"
"Sep 8, 2017","5,825.12","5,866.99","5,819.53","5,857.12","5,857.12","46,573,100"
"Sep 7, 2017","5,824.52","5,835.88","5,810.48","5,832.31","5,832.31","50,424,900"
"Sep 6, 2017","5,809.31","5,831.48","5,803.12","5,824.14","5,824.14","61,681,800"
"Sep 5, 2017","5,823.01","5,834.18","5,774.31","5,829.98","5,829.98","64,988,500"
"Sep 4, 2017","5,858.21","5,861.60","5,806.32","5,813.74","5,813.74","50,726,200"
"Aug 31, 2017","5,873.73","5,881.74","5,845.27","5,864.06","5,864.06","63,529,600"
"Aug 30, 2017","5,888.43","5,893.90","5,863.15","5,872.51","5,872.51","51,307,600"
"Aug 29, 2017","5,899.75","5,902.61","5,865.41","5,888.21","5,888.21","57,947,400"
"Aug 28, 2017","5,904.37","5,914.48","5,890.48","5,903.34","5,903.34","86,874,800"
"Aug 25, 2017","5,906.12","5,915.36","5,880.02","5,915.36","5,915.36","64,107,900"
"Aug 24, 2017","5,914.10","5,916.82","5,874.28","5,894.12","5,894.12","86,700,500"
"Aug 23, 2017","5,900.40","5,914.02","5,881.75","5,914.02","5,914.02","77,528,100"
"Aug 22, 2017","5,862.59","5,885.60","5,862.48","5,880.30","5,880.30","58,668,100"
"Aug 21, 2017","5,893.42","5,901.58","5,855.24","5,861.00","5,861.00","42,745,100"
"Aug 18, 2017","5,879.68","5,912.12","5,869.13","5,893.84","5,893.84","46,506,900"
"Aug 16, 2017","5,842.56","5,891.95","5,836.15","5,891.95","5,891.95","57,886,400"
"Aug 15, 2017","5,808.65","5,842.83","5,808.26","5,835.04","5,835.04","62,419,400"
"Aug 14, 2017","5,780.70","5,812.87","5,780.70","5,801.49","5,801.49","48,743,500"
"Aug 11, 2017","5,812.25","5,812.91","5,756.46","5,766.14","5,766.14","55,175,200"
"Aug 10, 2017","5,828.54","5,833.86","5,810.76","5,825.95","5,825.95","56,586,000"
"Aug 9, 2017","5,813.60","5,824.01","5,792.78","5,824.01","5,824.01","55,021,100"
"Aug 8, 2017","5,755.04","5,810.56","5,755.04","5,810.56","5,810.56","48,403,600"
"Aug 7, 2017","5,780.89","5,812.79","5,749.29","5,749.29","5,749.29","42,147,500"
"Aug 4, 2017","5,775.92","5,800.13","5,769.40","5,777.48","5,777.48","39,744,400"
"Aug 3, 2017","5,818.56","5,825.05","5,780.58","5,780.58","5,780.58","44,658,800"
"Aug 2, 2017","5,815.07","5,824.25","5,792.17","5,824.25","5,824.25","51,290,400"
"Aug 1, 2017","5,853.51","5,858.93","5,805.21","5,805.21","5,805.21","69,809,900"
"Jul 31, 2017","5,820.01","5,847.25","5,816.53","5,840.94","5,840.94","52,731,300"
"Jul 28, 2017","5,822.81","5,831.03","5,804.79","5,831.03","5,831.03","63,785,400"
"Jul 27, 2017","5,807.28","5,820.96","5,805.92","5,819.74","5,819.74","49,848,700"
"Jul 26, 2017","5,809.89","5,831.64","5,785.90","5,800.21","5,800.21","56,453,600"
"Jul 25, 2017","5,805.60","5,813.54","5,780.48","5,813.54","5,813.54","46,895,400"
"Jul 24, 2017","5,760.08","5,801.59","5,756.51","5,801.59","5,801.59","49,340,900"
"Jul 21, 2017","5,824.53","5,831.46","5,760.96","5,765.42","5,765.42","40,711,100"
"Jul 20, 2017","5,808.88","5,828.14","5,808.12","5,825.21","5,825.21","43,771,900"
"Jul 19, 2017","5,822.24","5,822.48","5,797.35","5,806.69","5,806.69","43,518,400"
"Jul 18, 2017","5,824.93","5,831.69","5,806.60","5,822.35","5,822.35","53,830,100"
"Jul 17, 2017","5,831.02","5,841.28","5,824.26","5,841.28","5,841.28","49,922,900"
"Jul 14, 2017","5,827.55","5,833.76","5,804.44","5,831.79","5,831.79","35,734,600"
"Jul 13, 2017","5,839.40","5,843.18","5,809.40","5,830.04","5,830.04","41,691,200"
"Jul 12, 2017","5,771.47","5,827.13","5,771.47","5,819.13","5,819.13","43,977,100"
"Jul 11, 2017","5,772.98","5,784.08","5,765.36","5,773.33","5,773.33","50,424,600"
"Jul 10, 2017","5,814.79","5,826.31","5,769.34","5,771.51","5,771.51","29,086,900"
"Jul 7, 2017","5,839.89","5,863.58","5,810.36","5,814.79","5,814.79","36,388,600"
"Jul 6, 2017","5,817.79","5,852.34","5,817.39","5,849.58","5,849.58","40,285,800"
"Jul 5, 2017","5,865.42","5,874.69","5,808.35","5,825.05","5,825.05","45,875,400"
"Jul 4, 2017","5,886.72","5,896.37","5,858.61","5,865.36","5,865.36","38,141,000"
"Jul 3, 2017","5,846.60","5,910.24","5,831.20","5,910.24","5,910.24","47,327,700"
"Jun 22, 2017","5,830.98","5,831.34","5,804.60","5,829.71","5,829.71","36,295,400"
"Jun 21, 2017","5,772.09","5,818.55","5,771.58","5,818.55","5,818.55","41,419,800"
"Jun 20, 2017","5,749.58","5,791.90","5,747.45","5,791.90","5,791.90","47,631,600"
"Jun 19, 2017","5,731.08","5,745.57","5,726.77","5,741.91","5,741.91","55,163,600"
"Jun 16, 2017","5,768.16","5,797.12","5,720.92","5,723.64","5,723.64","52,479,900"
"Jun 15, 2017","5,776.30","5,791.20","5,768.15","5,776.28","5,776.28","33,694,700"
"Jun 14, 2017","5,708.07","5,792.90","5,707.92","5,792.90","5,792.90","49,219,200"
"Jun 13, 2017","5,694.95","5,715.21","5,693.88","5,707.65","5,707.65","43,934,000"
"Jun 12, 2017","5,668.72","5,716.54","5,668.72","5,691.44","5,691.44","37,789,600"
"Jun 9, 2017","5,699.25","5,704.86","5,669.87","5,675.52","5,675.52","51,126,700"
"Jun 8, 2017","5,719.03","5,725.88","5,702.92","5,702.92","5,702.92","45,346,000"
"Jun 7, 2017","5,716.97","5,735.99","5,709.15","5,717.33","5,717.33","46,852,400"
"Jun 6, 2017","5,743.40","5,754.29","5,701.66","5,707.83","5,707.83","61,071,500"
"Jun 5, 2017","5,747.89","5,765.83","5,737.58","5,748.23","5,748.23","56,536,500"
"Jun 2, 2017","5,749.42","5,752.66","5,726.01","5,742.45","5,742.45","64,775,200"
"May 31, 2017","5,697.81","5,738.15","5,697.81","5,738.15","5,738.15","91,263,500"
"May 30, 2017","5,700.77","5,730.06","5,693.39","5,693.39","5,693.39","62,769,800"
"May 29, 2017","5,728.81","5,730.84","5,703.46","5,712.33","5,712.33","50,129,600"
"May 26, 2017","5,713.35","5,728.60","5,703.89","5,716.81","5,716.81","57,655,300"
"May 24, 2017","5,678.39","5,704.71","5,672.04","5,703.43","5,703.43","59,809,800"
"May 23, 2017","5,770.62","5,777.69","5,692.98","5,730.61","5,730.61","53,659,300"
"May 22, 2017","5,837.18","5,874.44","5,743.39","5,749.44","5,749.44","58,742,100"
"May 19, 2017","5,643.54","5,825.21","5,630.07","5,791.88","5,791.88","70,741,400"
"May 18, 2017","5,590.47","5,645.45","5,577.52","5,645.45","5,645.45","68,547,400"
"May 17, 2017","5,661.48","5,664.32","5,608.80","5,615.49","5,615.49","53,254,300"
"May 16, 2017","5,690.30","5,696.62","5,647.00","5,647.00","5,647.00","54,203,300"
"May 15, 2017","5,689.81","5,693.99","5,649.08","5,688.87","5,688.87","61,924,800"
"May 12, 2017","5,680.59","5,698.96","5,668.72","5,675.22","5,675.22","79,691,200"
"May 10, 2017","5,697.96","5,718.59","5,636.20","5,653.01","5,653.01","73,073,800"
"May 9, 2017","5,730.25","5,745.85","5,693.67","5,697.06","5,697.06","59,581,000"
"May 8, 2017","5,699.30","5,727.49","5,692.56","5,707.86","5,707.86","69,605,600"
"May 5, 2017","5,665.11","5,696.48","5,659.97","5,683.38","5,683.38","75,048,200"
"May 4, 2017","5,656.09","5,676.01","5,643.05","5,669.44","5,669.44","66,172,000"
"May 3, 2017","5,681.60","5,686.83","5,647.32","5,647.37","5,647.37","65,683,200"
"May 2, 2017","5,703.87","5,714.34","5,675.81","5,675.81","5,675.81","57,814,800"
"Apr 28, 2017","5,715.08","5,724.51","5,684.59","5,685.30","5,685.30","57,985,100"
"Apr 27, 2017","5,708.23","5,718.90","5,697.79","5,707.03","5,707.03","68,662,300"
"Apr 26, 2017","5,687.08","5,726.53","5,679.59","5,726.53","5,726.53","65,935,900"
"Apr 25, 2017","5,690.89","5,696.39","5,653.68","5,680.80","5,680.80","59,697,700"
"Apr 21, 2017","5,600.42","5,664.48","5,599.50","5,664.48","5,664.48","53,480,800"
"Apr 20, 2017","5,609.89","5,619.36","5,590.03","5,595.31","5,595.31","73,938,500"
"Apr 18, 2017","5,597.67","5,626.52","5,597.17","5,606.52","5,606.52","69,950,500"
"Apr 17, 2017","5,624.62","5,631.51","5,577.49","5,577.49","5,577.49","60,945,800"
"Apr 13, 2017","5,658.20","5,660.38","5,613.54","5,616.54","5,616.54","62,159,000"
"Apr 12, 2017","5,633.98","5,650.04","5,631.75","5,644.15","5,644.15","84,273,900"
"Apr 11, 2017","5,647.90","5,658.73","5,621.79","5,627.93","5,627.93","95,131,900"
"Apr 10, 2017","5,662.67","5,677.07","5,628.98","5,644.30","5,644.30","72,743,800"
"Apr 7, 2017","5,674.01","5,677.72","5,643.35","5,653.49","5,653.49","64,404,200"
"Apr 6, 2017","5,668.31","5,680.24","5,645.31","5,680.24","5,680.24","68,797,100"
"Apr 5, 2017","5,668.00","5,676.98","5,644.79","5,676.98","5,676.98","83,898,800"
"Apr 4, 2017","5,611.67","5,654.40","5,608.52","5,651.82","5,651.82","106,415,400"
"Apr 3, 2017","5,583.35","5,616.94","5,581.31","5,606.79","5,606.79","81,392,100"
"Mar 31, 2017","5,589.52","5,606.02","5,568.11","5,568.11","5,568.11","73,764,600"
"Mar 30, 2017","5,581.12","5,592.95","5,555.37","5,592.95","5,592.95","98,370,200"
"Mar 29, 2017","5,552.78","5,592.77","5,552.78","5,592.51","5,592.51","72,492,200"
"Mar 27, 2017","5,557.92","5,567.43","5,531.33","5,541.20","5,541.20","62,855,600"
"Mar 24, 2017","5,565.62","5,581.18","5,546.83","5,567.13","5,567.13","64,734,100"
"Mar 23, 2017","5,539.64","5,576.67","5,532.65","5,563.76","5,563.76","71,128,500"
"Mar 22, 2017","5,512.73","5,534.09","5,486.85","5,534.09","5,534.09","81,597,500"
"Mar 21, 2017","5,541.05","5,554.44","5,525.98","5,543.09","5,543.09","78,762,300"
"Mar 20, 2017","5,552.39","5,566.93","5,510.27","5,533.99","5,533.99","83,916,000"
"Mar 17, 2017","5,539.82","5,557.98","5,499.39","5,540.43","5,540.43","87,948,800"
"Mar 16, 2017","5,461.91","5,518.24","5,458.42","5,518.24","5,518.24","79,972,200"
"Mar 15, 2017","5,433.68","5,447.49","5,424.52","5,432.38","5,432.38","75,739,600"
"Mar 14, 2017","5,415.95","5,449.76","5,412.96","5,431.58","5,431.58","82,241,800"
"Mar 13, 2017","5,389.20","5,409.37","5,386.34","5,409.37","5,409.37","70,965,500"
"Mar 10, 2017","5,414.92","5,415.72","5,369.75","5,390.68","5,390.68","79,484,800"
"Mar 9, 2017","5,393.94","5,405.59","5,387.00","5,402.39","5,402.39","69,424,400"
"Mar 8, 2017","5,407.53","5,415.23","5,390.01","5,393.76","5,393.76","72,878,500"
"Mar 7, 2017","5,416.02","5,427.91","5,386.32","5,402.62","5,402.62","96,160,400"
"Mar 6, 2017","5,398.05","5,409.82","5,386.83","5,409.82","5,409.82","102,030,600"
"Mar 3, 2017","5,402.58","5,410.90","5,384.79","5,391.21","5,391.21","106,883,400"
"Mar 2, 2017","5,394.73","5,431.17","5,394.73","5,408.25","5,408.25","74,167,000"
"Mar 1, 2017","5,389.17","5,392.79","5,350.91","5,363.06","5,363.06","80,795,600"
"Feb 28, 2017","5,390.34","5,405.79","5,386.69","5,386.69","5,386.69","82,270,600"
"Feb 27, 2017","5,387.82","5,393.66","5,368.42","5,382.87","5,382.87","102,443,500"
"Feb 24, 2017","5,371.02","5,391.26","5,370.79","5,385.91","5,385.91","116,360,700"
"Feb 23, 2017","5,348.36","5,373.64","5,347.86","5,372.75","5,372.75","174,887,600"
"Feb 22, 2017","5,353.11","5,360.41","5,331.43","5,358.68","5,358.68","189,512,900"
"Feb 21, 2017","5,363.61","5,375.70","5,336.83","5,340.99","5,340.99","209,661,500"
"Feb 20, 2017","5,358.55","5,373.09","5,351.02","5,359.29","5,359.29","107,921,200"
"Feb 17, 2017","5,366.85","5,370.33","5,340.86","5,350.93","5,350.93","179,271,900"
"Feb 16, 2017","5,389.07","5,395.28","5,357.71","5,378.00","5,378.00","218,393,700"
"Feb 14, 2017","5,402.56","5,409.35","5,370.49","5,380.67","5,380.67","142,907,500"
"Feb 13, 2017","5,396.56","5,418.38","5,388.68","5,409.56","5,409.56","182,414,000"
"Feb 10, 2017","5,378.92","5,400.17","5,371.67","5,371.67","5,371.67","167,200,000"
"Feb 9, 2017","5,366.34","5,384.96","5,363.47","5,372.08","5,372.08","258,337,100"
"Feb 8, 2017","5,380.11","5,382.07","5,349.46","5,361.09","5,361.09","325,033,400"
"Feb 7, 2017","5,387.65","5,396.10","5,380.60","5,381.48","5,381.48","171,422,900"
"Feb 6, 2017","5,369.52","5,396.00","5,369.44","5,396.00","5,396.00","153,355,200"
"Feb 3, 2017","5,355.27","5,366.44","5,354.59","5,360.77","5,360.77","13,055,400"
"Feb 2, 2017","5,327.02","5,353.71","5,326.99","5,353.71","5,353.71","165,664,500"
"Feb 1, 2017","5,319.94","5,341.48","5,317.50","5,327.16","5,327.16","256,731,400"
"Jan 31, 2017","5,316.67","5,321.35","5,294.10","5,294.10","5,294.10","191,451,600"
"Jan 30, 2017","5,321.55","5,331.52","5,302.66","5,302.66","5,302.66","193,337,900"
"Jan 27, 2017","5,304.96","5,321.68","5,297.25","5,312.84","5,312.84","142,739,500"
"Jan 26, 2017","5,305.11","5,327.51","5,291.44","5,317.63","5,317.63","190,768,100"
"Jan 25, 2017","5,302.87","5,310.67","5,287.13","5,293.78","5,293.78","269,423,400"
"Jan 24, 2017","5,267.73","5,297.49","5,267.73","5,292.09","5,292.09","147,150,800"
"Jan 23, 2017","5,250.63","5,265.44","5,228.29","5,250.97","5,250.97","147,556,800"
"Jan 20, 2017","5,290.56","5,293.08","5,243.75","5,254.31","5,254.31","153,081,800"
"Jan 19, 2017","5,302.21","5,309.95","5,288.58","5,298.95","5,298.95","85,392,800"
"Jan 18, 2017","5,273.29","5,294.78","5,273.29","5,294.78","5,294.78","113,444,600"
"Jan 17, 2017","5,266.92","5,287.12","5,265.60","5,266.94","5,266.94","86,901,800"
"Jan 16, 2017","5,283.62","5,291.50","5,270.01","5,270.01","5,270.01","73,077,600"
"Jan 13, 2017","5,299.05","5,310.42","5,272.98","5,272.98","5,272.98","70,293,600"
"Jan 12, 2017","5,301.04","5,322.42","5,292.75","5,292.75","5,292.75","100,764,000"
"Jan 11, 2017","5,316.15","5,322.98","5,301.24","5,301.24","5,301.24","84,703,100"
"Jan 10, 2017","5,330.02","5,331.13","5,292.06","5,309.92","5,309.92","70,792,500"
"Jan 9, 2017","5,350.88","5,360.06","5,307.58","5,316.36","5,316.36","97,010,200"
"Jan 6, 2017","5,321.75","5,350.25","5,318.38","5,347.02","5,347.02","71,615,300"
"Jan 5, 2017","5,302.63","5,328.49","5,302.63","5,325.50","5,325.50","77,219,400"
"Jan 4, 2017","5,270.02","5,312.96","5,249.23","5,301.18","5,301.18","53,111,300"
"Jan 3, 2017","5,290.39","5,292.18","5,246.85","5,275.97","5,275.97","33,217,000"
"Dec 30, 2016","5,307.37","5,334.79","5,296.71","5,296.71","5,296.71","60,042,700"
"Dec 29, 2016","5,205.27","5,311.62","5,200.27","5,302.57","5,302.57","54,184,200"
"Dec 28, 2016","5,140.14","5,213.27","5,139.77","5,209.44","5,209.44","52,440,100"
"Dec 27, 2016","5,028.36","5,112.78","5,028.20","5,102.95","5,102.95","56,151,600"
"Dec 23, 2016","5,036.29","5,078.23","5,022.85","5,027.70","5,027.70","51,530,100"
"Dec 22, 2016","5,114.40","5,120.36","5,032.91","5,042.87","5,042.87","52,470,700"
"Dec 21, 2016","5,179.03","5,188.95","5,111.39","5,111.39","5,111.39","54,114,100"
"Dec 20, 2016","5,179.18","5,194.73","5,142.39","5,162.48","5,162.48","71,959,000"
"Dec 19, 2016","5,224.07","5,240.43","5,190.93","5,191.91","5,191.91","60,026,700"
"Dec 16, 2016","5,260.13","5,263.01","5,231.65","5,231.65","5,231.65","58,386,700"
"Dec 15, 2016","5,230.56","5,266.06","5,210.63","5,254.36","5,254.36","64,359,300"
"Dec 14, 2016","5,287.19","5,306.34","5,259.68","5,262.82","5,262.82","51,760,500"
"Dec 13, 2016","5,296.19","5,300.72","5,264.74","5,293.62","5,293.62","53,794,200"
"Dec 9, 2016","5,297.55","5,308.13","5,284.77","5,308.13","5,308.13","49,814,700"
"Dec 8, 2016","5,268.24","5,303.73","5,263.44","5,303.73","5,303.73","65,715,900"
"Dec 7, 2016","5,272.10","5,273.52","5,229.80","5,265.37","5,265.37","60,338,200"
"Dec 6, 2016","5,279.98","5,288.91","5,259.19","5,272.96","5,272.96","66,277,100"
"Dec 5, 2016","5,239.90","5,280.32","5,239.90","5,268.31","5,268.31","69,209,000"
"Dec 2, 2016","5,207.92","5,250.29","5,199.14","5,245.96","5,245.96","77,029,900"
"Dec 1, 2016","5,168.63","5,211.92","5,168.07","5,198.75","5,198.75","109,410,600"
"Nov 30, 2016","5,148.91","5,182.14","5,146.52","5,148.91","5,148.91","116,497,500"
"Nov 29, 2016","5,108.75","5,164.58","5,108.75","5,136.67","5,136.67","124,696,800"
"Nov 28, 2016","5,111.42","5,120.86","5,091.61","5,114.57","5,114.57","121,168,300"
"Nov 25, 2016","5,097.11","5,129.75","5,096.67","5,122.10","5,122.10","84,213,300"
"Nov 24, 2016","5,179.22","5,194.24","5,102.42","5,107.62","5,107.62","78,976,000"
"Nov 23, 2016","5,192.35","5,212.00","5,182.35","5,212.00","5,212.00","86,828,200"
"Nov 22, 2016","5,140.66","5,204.67","5,140.52","5,204.67","5,204.67","97,703,800"
"Nov 21, 2016","5,150.83","5,158.76","5,130.44","5,148.32","5,148.32","91,116,600"
"Nov 18, 2016","5,195.08","5,196.91","5,139.21","5,170.11","5,170.11","71,630,400"
"Nov 17, 2016","5,180.48","5,202.31","5,162.81","5,193.02","5,193.02","75,311,800"
"Nov 16, 2016","5,112.50","5,201.17","5,112.50","5,185.46","5,185.46","80,425,400"
"Nov 15, 2016","5,121.48","5,169.36","5,073.42","5,078.50","5,078.50","76,584,600"
"Nov 14, 2016","5,194.93","5,196.78","5,043.35","5,115.74","5,115.74","91,613,700"
"Nov 11, 2016","5,380.64","5,380.69","5,231.97","5,231.97","5,231.97","9,788,202,500"
"Nov 10, 2016","5,444.04","5,482.11","5,443.73","5,450.31","5,450.31","86,519,300"
"Nov 9, 2016","5,478.03","5,491.70","5,345.13","5,414.32","5,414.32","107,152,200"
"Nov 8, 2016","5,407.39","5,476.07","5,407.39","5,470.68","5,470.68","9,734,142,100"
"Nov 7, 2016","5,361.02","5,395.33","5,341.86","5,386.21","5,386.21","83,980,500"
"Nov 4, 2016","5,310.78","5,362.66","5,303.36","5,362.66","5,362.66","63,398,900"
"Nov 3, 2016","5,395.87","5,402.05","5,329.50","5,329.50","5,329.50","71,645,500"
"Nov 2, 2016","5,415.02","5,420.36","5,393.51","5,405.46","5,405.46","95,507,600"
"Nov 1, 2016","5,430.75","5,439.03","5,415.03","5,416.01","5,416.01","80,147,600"
"Oct 31, 2016","5,413.57","5,429.07","5,406.01","5,422.54","5,422.54","135,128,600"
"Oct 28, 2016","5,414.51","5,426.26","5,402.43","5,410.27","5,410.27","109,309,200"
"Oct 27, 2016","5,405.70","5,427.53","5,403.86","5,416.84","5,416.84","333,149,600"
"Oct 26, 2016","5,387.70","5,406.58","5,381.70","5,399.68","5,399.59","198,835,200"
"Oct 25, 2016","5,426.11","5,436.21","5,397.82","5,397.82","5,397.66","85,020,700"
"Oct 24, 2016","5,415.48","5,433.34","5,411.88","5,421.00","5,420.84","81,119,800"
"Oct 21, 2016","5,407.23","5,416.95","5,395.42","5,409.24","5,409.08","79,093,700"
"Oct 20, 2016","5,409.79","5,423.29","5,395.30","5,403.69","5,403.53","201,336,300"
"Oct 19, 2016","5,436.28","5,445.80","5,402.15","5,409.29","5,409.08","116,737,500"
"Oct 18, 2016","5,424.67","5,446.83","5,422.92","5,430.05","5,429.84","62,742,900"
"Oct 17, 2016","5,390.96","5,422.35","5,386.22","5,410.30","5,410.09","61,546,400"
"Oct 14, 2016","5,338.70","5,408.77","5,332.08","5,399.88","5,399.67","55,367,700"
"Oct 13, 2016","5,368.22","5,384.56","5,339.48","5,340.40","5,340.19","52,638,100"
"Oct 12, 2016","5,364.35","5,380.56","5,350.39","5,364.61","5,364.40","55,480,600"
"Oct 11, 2016","5,372.69","5,385.76","5,345.07","5,382.00","5,381.79","84,864,400"
"Oct 10, 2016","5,371.00","5,397.15","5,352.82","5,360.83","5,360.62","64,774,600"
"Oct 7, 2016","5,403.83","5,409.20","5,363.47","5,377.15","5,376.94","59,414,300"
"Oct 6, 2016","5,428.45","5,447.26","5,390.09","5,409.34","5,409.13","71,799,300"
"Oct 5, 2016","5,458.00","5,460.17","5,399.22","5,420.65","5,420.44","65,033,700"
"Oct 4, 2016","5,475.63","5,482.84","5,460.71","5,472.32","5,472.10","53,748,000"
"Oct 3, 2016","5,403.86","5,463.92","5,403.86","5,463.92","5,463.70","53,888,800"
"Sep 30, 2016","5,412.38","5,437.97","5,364.80","5,364.80","5,364.60","53,630,200"
"Sep 29, 2016","5,442.82","5,474.31","5,431.96","5,431.96","5,431.75","69,425,300"
"Sep 28, 2016","5,390.76","5,432.98","5,382.24","5,425.34","5,425.13","67,191,800"
"Sep 27, 2016","5,336.55","5,419.60","5,295.66","5,419.60","5,419.39","50,958,300"
"Sep 26, 2016","5,375.16","5,375.88","5,337.02","5,352.14","5,351.93","37,701,800"
"Sep 23, 2016","5,375.71","5,388.91","5,355.92","5,388.91","5,388.70","43,903,000"
"Sep 22, 2016","5,382.32","5,411.61","5,368.56","5,380.26","5,380.05","47,353,800"
"Sep 21, 2016","5,295.88","5,348.00","5,275.19","5,342.59","5,342.38","46,464,800"
"Sep 20, 2016","5,323.30","5,336.25","5,298.28","5,302.49","5,302.29","54,051,100"
"Sep 19, 2016","5,289.12","5,331.97","5,286.14","5,321.84","5,321.63","33,639,200"
"Sep 16, 2016","5,287.42","5,305.09","5,252.25","5,267.77","5,267.56","47,385,800"
"Sep 15, 2016","5,160.75","5,270.49","5,158.73","5,265.82","5,265.61","45,898,400"
"Sep 14, 2016","5,188.40","5,189.36","5,128.17","5,146.04","5,145.84","50,757,500"
"Sep 13, 2016","5,266.11","5,268.54","5,211.87","5,215.57","5,215.36","43,786,000"
"Sep 9, 2016","5,355.34","5,358.51","5,281.92","5,281.92","5,281.71","43,296,700"
"Sep 8, 2016","5,383.06","5,383.54","5,364.61","5,371.08","5,370.87","41,376,500"
"Sep 7, 2016","5,382.22","5,393.09","5,357.52","5,381.35","5,381.14","37,206,200"
"Sep 6, 2016","5,363.04","5,373.21","5,342.56","5,372.10","5,371.89","41,155,400"
"Sep 5, 2016","5,378.63","5,396.92","5,347.59","5,356.95","5,356.75","49,406,800"
"Sep 2, 2016","5,323.57","5,359.91","5,323.04","5,353.46","5,353.25","46,566,900"
