"yf-u4m6f0","yf-u4m6f0 2","yf-u4m6f0 3","yf-u4m6f0 4","yf-u4m6f0 5","yf-u4m6f0 6","yf-u4m6f0 7"
"Jul 30, 2020","5,111.11","5,149.63","5,091.40","5,149.63","5,149.63","80,749,900"
"Jul 29, 2020","5,111.11","5,149.63","5,091.40","5,149.63","5,149.63","80,750,000"
"Jul 28, 2020","5,116.67","5,143.29","5,097.42","5,112.99","5,112.99","91,890,400"
"Jul 27, 2020","5,082.99","5,116.67","5,080.12","5,116.67","5,116.67","103,523,300"
"Jul 24, 2020","5,145.01","5,149.59","5,074.49","5,082.99","5,082.99","97,013,800"
"Jul 23, 2020","5,110.22","5,162.98","5,110.22","5,145.01","5,145.01","98,800,000"
"Jul 22, 2020","5,114.71","5,142.04","5,099.57","5,110.19","5,110.19","79,454,100"
"Jul 21, 2020","5,051.11","5,135.56","5,047.09","5,114.71","5,114.71","83,156,800"
"Jul 20, 2020","5,079.58","5,100.19","5,031.89","5,051.11","5,051.11","68,632,100"
"Jul 17, 2020","5,098.37","5,110.43","5,073.56","5,079.58","5,079.58","61,709,100"
"Jul 16, 2020","5,075.80","5,107.26","5,075.80","5,098.37","5,098.37","68,710,400"
"Jul 15, 2020","5,079.12","5,116.46","5,069.38","5,075.80","5,075.80","82,580,500"
"Jul 14, 2020","5,064.45","5,079.12","5,053.72","5,079.12","5,079.12","71,530,500"
"Jul 13, 2020","5,031.26","5,075.10","5,024.93","5,064.45","5,064.45","65,331,900"
"Jul 10, 2020","5,052.79","5,076.52","5,022.17","5,031.26","5,031.26","67,684,500"
"Jul 9, 2020","5,076.17","5,111.56","5,041.93","5,052.79","5,052.79","79,794,300"
"Jul 8, 2020","4,987.08","5,080.25","4,985.02","5,076.17","5,076.17","73,499,000"
"Jul 7, 2020","4,988.87","5,011.71","4,982.33","4,987.08","4,987.08","72,834,600"
"Jul 6, 2020","4,973.79","5,009.35","4,973.49","4,988.87","4,988.87","64,282,100"
"Jul 3, 2020","4,966.78","4,997.48","4,964.11","4,973.79","4,973.79","55,723,400"
"Jul 2, 2020","4,914.39","4,966.78","4,914.39","4,966.78","4,966.78","55,396,200"
"Jul 1, 2020","4,905.39","4,928.61","4,885.60","4,914.39","4,914.39","43,243,400"
"Jun 30, 2020","4,901.82","4,939.84","4,894.12","4,905.39","4,905.39","51,279,100"
"Jun 29, 2020","4,904.09","4,909.91","4,862.04","4,901.82","4,901.82","44,174,500"
"Jun 26, 2020","4,896.73","4,941.14","4,882.14","4,904.09","4,904.09","44,280,300"
"Jun 25, 2020","4,964.73","4,964.73","4,883.71","4,896.73","4,896.73","50,705,900"
"Jun 24, 2020","4,879.13","4,977.65","4,879.13","4,964.73","4,964.73","62,466,500"
"Jun 23, 2020","4,918.83","4,938.39","4,879.13","4,879.13","4,879.13","54,884,300"
"Jun 22, 2020","4,942.27","4,957.67","4,904.77","4,918.83","4,918.83","47,869,800"
"Jun 19, 2020","4,925.25","4,970.07","4,925.25","4,942.27","4,942.27","57,556,700"
"Jun 18, 2020","4,987.78","4,993.61","4,925.25","4,925.25","4,925.25","70,877,500"
"Jun 17, 2020","4,986.46","5,018.98","4,968.93","4,987.78","4,987.78","68,366,200"
"Jun 16, 2020","4,816.34","4,989.53","4,816.34","4,986.46","4,986.46","75,836,700"
"Jun 15, 2020","4,880.36","4,918.06","4,809.62","4,816.34","4,816.34","64,138,400"
"Jun 12, 2020","4,854.75","4,880.36","4,712.07","4,880.36","4,880.36","80,885,000"
"Jun 11, 2020","4,920.68","4,931.24","4,812.19","4,854.75","4,854.75","71,655,200"
"Jun 10, 2020","5,035.06","5,036.86","4,892.82","4,920.68","4,920.68","84,234,700"
"Jun 9, 2020","5,070.56","5,139.41","5,023.77","5,035.06","5,035.06","115,140,600"
"Jun 8, 2020","4,947.78","5,103.09","4,947.78","5,070.56","5,070.56","138,169,200"
"Jun 5, 2020","4,916.70","4,948.51","4,851.15","4,947.78","4,947.78","86,864,800"
"Jun 4, 2020","4,941.01","5,014.76","4,899.39","4,916.70","4,916.70","110,933,800"
"Jun 3, 2020","4,847.51","4,960.07","4,847.51","4,941.01","4,941.01","101,631,500"
"Jun 2, 2020","4,753.61","4,884.01","4,753.61","4,847.51","4,847.51","73,135,500"
"May 29, 2020","4,716.19","4,755.96","4,704.79","4,753.61","4,753.61","104,791,300"
"May 28, 2020","4,641.56","4,741.60","4,638.81","4,716.19","4,716.19","68,549,600"
"May 27, 2020","4,626.80","4,641.56","4,597.37","4,641.56","4,641.56","60,985,400"
"May 26, 2020","4,545.95","4,634.65","4,541.83","4,626.80","4,626.80","53,757,500"
"May 20, 2020","4,548.66","4,561.55","4,521.47","4,545.95","4,545.95","42,464,800"
"May 19, 2020","4,511.06","4,609.04","4,511.06","4,548.66","4,548.66","51,665,300"
"May 18, 2020","4,507.61","4,527.97","4,487.18","4,511.06","4,511.06","45,156,900"
"May 15, 2020","4,513.83","4,540.42","4,460.27","4,507.61","4,507.61","46,257,200"
"May 14, 2020","4,554.36","4,564.15","4,494.15","4,513.83","4,513.83","47,342,600"
"May 13, 2020","4,588.73","4,588.73","4,519.98","4,554.36","4,554.36","45,092,300"
"May 12, 2020","4,639.10","4,644.13","4,552.39","4,588.73","4,588.73","46,906,900"
"May 11, 2020","4,597.43","4,659.86","4,597.43","4,639.10","4,639.10","45,461,000"
"May 8, 2020","4,608.79","4,630.59","4,586.74","4,597.43","4,597.43","47,798,700"
"May 6, 2020","4,630.13","4,647.52","4,597.75","4,608.79","4,608.79","45,079,300"
"May 5, 2020","4,605.49","4,667.79","4,605.49","4,630.13","4,630.13","47,829,500"
"May 4, 2020","4,716.40","4,716.40","4,576.23","4,605.49","4,605.49","39,084,200"
"Apr 30, 2020","4,567.32","4,726.77","4,567.32","4,716.40","4,716.40","60,229,700"
"Apr 29, 2020","4,529.55","4,568.67","4,523.96","4,567.32","4,567.32","41,461,800"
"Apr 28, 2020","4,513.14","4,532.38","4,494.47","4,529.55","4,529.55","45,440,500"
"Apr 27, 2020","4,496.06","4,541.31","4,474.89","4,513.14","4,513.14","36,774,700"
"Apr 24, 2020","4,593.55","4,593.83","4,496.06","4,496.06","4,496.06","46,122,600"
"Apr 23, 2020","4,567.56","4,629.03","4,567.56","4,593.55","4,593.55","49,463,700"
"Apr 22, 2020","4,501.92","4,580.68","4,441.09","4,567.56","4,567.56","48,368,900"
"Apr 21, 2020","4,575.90","4,575.90","4,482.64","4,501.92","4,501.92","42,328,500"
"Apr 20, 2020","4,634.82","4,669.54","4,573.77","4,575.90","4,575.90","52,113,500"
"Apr 17, 2020","4,480.61","4,637.24","4,480.61","4,634.82","4,634.82","54,547,300"
"Apr 16, 2020","4,480.61","4,480.61","4,480.61","4,480.61","4,480.61","-"
"Apr 15, 2020","4,706.49","4,747.73","4,605.05","4,625.90","4,625.90","63,059,600"
"Apr 14, 2020","4,623.89","4,706.49","4,623.89","4,706.49","4,706.49","55,226,400"
"Apr 13, 2020","4,649.08","4,659.03","4,591.73","4,623.89","4,623.89","45,586,600"
"Apr 9, 2020","4,626.69","4,669.71","4,562.90","4,649.08","4,649.08","53,523,100"
"Apr 8, 2020","4,778.64","4,780.21","4,583.90","4,626.69","4,626.69","45,557,700"
"Apr 7, 2020","4,811.83","4,975.54","4,721.72","4,778.64","4,778.64","86,224,800"
"Apr 6, 2020","4,623.43","4,811.83","4,623.43","4,811.83","4,811.83","70,452,900"
"Apr 3, 2020","4,531.69","4,623.43","4,531.69","4,623.43","4,623.43","58,684,300"
"Apr 2, 2020","4,466.04","4,531.69","4,393.67","4,531.69","4,531.69","46,011,500"
"Apr 1, 2020","4,538.93","4,627.42","4,445.14","4,466.04","4,466.04","41,848,000"
"Mar 31, 2020","4,414.50","4,569.47","4,414.50","4,538.93","4,538.93","43,426,600"
"Mar 30, 2020","4,545.57","4,545.57","4,317.71","4,414.50","4,414.50","27,552,200"
"Mar 27, 2020","4,338.90","4,697.67","4,338.90","4,545.57","4,545.57","77,851,100"
"Mar 26, 2020","3,937.63","4,370.66","3,935.91","4,338.90","4,338.90","81,100,100"
"Mar 24, 2020","3,989.52","4,123.56","3,911.72","3,937.63","3,937.63","45,744,100"
"Mar 23, 2020","4,194.94","4,194.94","3,975.19","3,989.52","3,989.52","32,514,300"
"Mar 20, 2020","4,105.42","4,238.26","3,918.34","4,194.94","4,194.94","63,008,300"
"Mar 19, 2020","4,330.67","4,330.67","4,093.71","4,105.42","4,105.42","26,383,700"
"Mar 18, 2020","4,456.75","4,473.82","4,284.67","4,330.67","4,330.67","38,642,900"
"Mar 17, 2020","4,690.66","4,698.04","4,447.96","4,456.75","4,456.75","30,662,200"
"Mar 16, 2020","4,907.57","4,907.57","4,677.75","4,690.66","4,690.66","30,471,900"
"Mar 13, 2020","4,895.75","4,937.99","4,639.91","4,907.57","4,907.57","46,288,600"
"Mar 12, 2020","5,040.96","5,040.99","4,895.75","4,895.75","4,895.75","36,992,900"
"Mar 11, 2020","5,231.61","5,264.48","5,112.32","5,154.10","5,154.10","46,650,100"
"Mar 10, 2020","5,149.49","5,278.42","5,149.45","5,220.83","5,220.83","44,495,700"
"Mar 9, 2020","5,364.60","5,364.60","5,133.15","5,136.81","5,136.81","42,737,600"
"Mar 6, 2020","5,575.57","5,577.80","5,498.54","5,498.54","5,498.54","32,430,900"
"Mar 5, 2020","5,688.78","5,715.94","5,613.72","5,638.13","5,638.13","40,684,000"
"Mar 4, 2020","5,524.09","5,651.85","5,516.81","5,650.14","5,650.14","45,255,400"
"Mar 3, 2020","5,431.30","5,545.77","5,431.30","5,518.63","5,518.63","42,974,300"
"Mar 2, 2020","5,455.05","5,491.13","5,354.62","5,361.25","5,361.25","40,235,000"
"Feb 28, 2020","5,436.17","5,456.28","5,288.37","5,452.70","5,452.70","49,636,800"
"Feb 27, 2020","5,680.44","5,684.29","5,526.82","5,535.69","5,535.69","41,308,700"
"Feb 26, 2020","5,757.17","5,757.74","5,688.92","5,688.92","5,688.92","39,521,300"
"Feb 25, 2020","5,784.74","5,814.68","5,752.33","5,787.14","5,787.14","39,502,600"
"Feb 24, 2020","5,846.15","5,863.12","5,787.92","5,807.05","5,807.05","40,039,600"
"Feb 21, 2020","5,940.79","5,944.21","5,873.73","5,882.25","5,882.25","36,665,400"
"Feb 20, 2020","5,941.45","5,960.71","5,929.15","5,942.49","5,942.49","37,350,100"
"Feb 19, 2020","5,898.90","5,928.79","5,898.70","5,928.79","5,928.79","34,517,800"
"Feb 18, 2020","5,856.88","5,907.14","5,855.92","5,886.96","5,886.96","34,641,400"
"Feb 17, 2020","5,863.91","5,878.46","5,853.60","5,867.52","5,867.52","28,723,300"
"Feb 14, 2020","5,857.72","5,890.03","5,843.43","5,866.94","5,866.94","27,655,200"
"Feb 13, 2020","5,921.91","5,929.50","5,860.25","5,871.95","5,871.95","33,248,200"
"Feb 12, 2020","5,957.06","5,962.35","5,895.72","5,913.08","5,913.08","29,256,800"
"Feb 11, 2020","5,974.00","5,975.16","5,946.22","5,954.40","5,954.40","33,700,000"
"Feb 10, 2020","5,993.38","5,996.47","5,937.38","5,952.08","5,952.08","34,305,400"
"Feb 7, 2020","5,988.06","6,004.81","5,981.64","5,999.61","5,999.61","35,281,700"
"Feb 6, 2020","6,002.92","6,013.70","5,969.48","5,987.15","5,987.15","39,909,700"
"Feb 5, 2020","5,955.52","5,978.51","5,924.37","5,978.51","5,978.51","39,786,600"
"Feb 4, 2020","5,947.51","5,952.95","5,911.38","5,922.34","5,922.34","36,217,700"
"Feb 3, 2020","5,920.97","5,942.78","5,877.20","5,884.17","5,884.17","34,951,000"
"Jan 31, 2020","6,076.46","6,078.93","5,937.02","5,940.05","5,940.05","41,508,700"
"Jan 30, 2020","6,057.60","6,057.60","6,057.60","6,057.60","6,057.60","-"
"Jan 29, 2020","6,123.10","6,152.59","6,102.80","6,113.04","6,113.04","34,605,300"
"Jan 28, 2020","6,111.18","6,111.18","6,111.18","6,111.18","6,111.18","-"
"Jan 27, 2020","6,240.82","6,242.18","6,130.93","6,133.21","6,133.21","43,723,000"
"Jan 24, 2020","6,242.83","6,258.85","6,234.83","6,244.11","6,244.11","38,828,900"
"Jan 23, 2020","6,244.00","6,255.04","6,229.13","6,249.21","6,249.21","41,256,500"
"Jan 22, 2020","6,241.58","6,265.51","6,223.19","6,233.45","6,233.45","51,077,800"
"Jan 21, 2020","6,252.00","6,257.88","6,226.06","6,238.15","6,238.15","41,929,600"
"Jan 20, 2020","6,310.50","6,312.99","6,240.19","6,245.04","6,245.04","38,818,200"
"Jan 17, 2020","6,293.78","6,301.48","6,266.93","6,291.66","6,291.66","37,597,900"
"Jan 16, 2020","6,275.96","6,299.54","6,255.49","6,286.05","6,286.05","42,118,300"
"Jan 15, 2020","6,326.17","6,348.53","6,255.50","6,283.37","6,283.37","51,089,200"
"Jan 14, 2020","6,308.89","6,325.41","6,298.61","6,325.41","6,325.41","44,467,400"
"Jan 13, 2020","6,287.91","6,297.78","6,269.48","6,296.57","6,296.57","44,003,800"
"Jan 10, 2020","6,287.17","6,295.37","6,271.98","6,274.94","6,274.94","52,213,500"
"Jan 9, 2020","6,248.66","6,274.49","6,238.98","6,274.49","6,274.49","41,868,400"
"Jan 8, 2020","6,248.44","6,250.12","6,218.13","6,225.69","6,225.69","44,622,600"
"Jan 7, 2020","6,272.22","6,284.89","6,246.13","6,279.35","6,279.35","39,441,600"
"Jan 6, 2020","6,293.50","6,300.44","6,252.63","6,257.40","6,257.40","41,421,300"
"Jan 3, 2020","6,306.19","6,323.47","6,287.71","6,323.47","6,323.47","44,625,300"
"Jan 2, 2020","6,313.13","6,317.01","6,263.68","6,283.58","6,283.58","33,043,700"
"Dec 30, 2019","6,329.13","6,336.92","6,289.55","6,299.54","6,299.54","47,557,400"
"Dec 27, 2019","6,321.57","6,337.34","6,312.38","6,329.31","6,329.31","42,100,200"
"Dec 26, 2019","6,303.06","6,326.27","6,303.06","6,319.44","6,319.44","33,608,900"
"Dec 23, 2019","6,309.67","6,315.72","6,270.54","6,305.91","6,305.91","39,077,900"
"Dec 20, 2019","6,257.16","6,284.37","6,231.47","6,284.37","6,284.37","52,766,200"
"Dec 19, 2019","6,274.39","6,281.42","6,235.84","6,249.93","6,249.93","47,624,800"
"Dec 18, 2019","6,287.25","6,287.25","6,287.25","6,287.25","6,287.25","-"
"Dec 17, 2019","6,223.44","6,244.35","6,205.63","6,244.35","6,244.35","53,264,500"
"Dec 16, 2019","6,197.31","6,237.92","6,197.31","6,211.59","6,211.59","55,299,700"
"Dec 13, 2019","6,181.06","6,197.32","6,167.64","6,197.32","6,197.32","48,546,800"
"Dec 12, 2019","6,185.42","6,201.02","6,139.40","6,139.40","6,139.40","51,845,400"
"Dec 11, 2019","6,190.58","6,204.60","6,171.93","6,180.10","6,180.10","49,556,800"
"Dec 10, 2019","6,186.75","6,205.13","6,179.52","6,183.50","6,183.50","51,058,500"
"Dec 9, 2019","6,194.08","6,210.78","6,180.84","6,193.79","6,193.79","54,834,500"
"Dec 6, 2019","6,160.78","6,186.87","6,145.12","6,186.87","6,186.87","49,098,600"
"Dec 5, 2019","6,132.04","6,157.93","6,131.59","6,152.12","6,152.12","52,261,600"
"Dec 4, 2019","6,121.33","6,127.98","6,095.31","6,112.88","6,112.88","50,339,400"
"Dec 3, 2019","6,119.90","6,148.37","6,107.64","6,133.90","6,133.90","52,634,500"
"Dec 2, 2019","6,023.61","6,130.06","6,023.01","6,130.06","6,130.06","52,565,500"
"Nov 29, 2019","5,949.88","6,015.70","5,939.40","6,011.83","6,011.83","51,024,700"
"Nov 28, 2019","6,013.27","6,036.83","5,945.75","5,953.06","5,953.06","51,713,900"
"Nov 27, 2019","6,025.94","6,052.49","6,002.99","6,023.04","6,023.04","57,364,300"
"Nov 26, 2019","6,091.24","6,096.66","6,026.19","6,026.19","6,026.19","81,161,800"
"Nov 25, 2019","6,094.75","6,105.10","6,052.27","6,070.76","6,070.76","48,496,000"
"Nov 22, 2019","6,115.79","6,122.48","6,086.83","6,100.24","6,100.24","51,362,000"
"Nov 21, 2019","6,135.76","6,137.27","6,099.57","6,117.36","6,117.36","50,800,300"
"Nov 20, 2019","6,136.25","6,167.41","6,123.58","6,155.11","6,155.11","51,663,000"
"Nov 19, 2019","6,136.94","6,152.09","6,113.33","6,152.09","6,152.09","51,414,200"
"Nov 18, 2019","6,126.41","6,134.31","6,098.08","6,122.63","6,122.63","47,079,600"
"Nov 15, 2019","6,115.76","6,137.36","6,092.62","6,128.35","6,128.35","46,157,800"
"Nov 14, 2019","6,137.54","6,146.40","6,062.98","6,098.95","6,098.95","72,169,800"
"Nov 13, 2019","6,177.66","6,183.83","6,132.25","6,142.50","6,142.50","51,900,400"
"Nov 12, 2019","6,135.49","6,180.99","6,133.53","6,180.99","6,180.99","57,719,100"
"Nov 11, 2019","6,171.44","6,182.82","6,127.88","6,148.74","6,148.74","47,286,600"
"Nov 8, 2019","6,165.77","6,180.20","6,139.82","6,177.99","6,177.99","60,698,400"
"Nov 7, 2019","6,234.60","6,235.64","6,119.42","6,165.62","6,165.62","67,284,200"
"Nov 6, 2019","6,273.92","6,274.29","6,198.50","6,217.54","6,217.54","70,278,100"
"Nov 5, 2019","6,204.44","6,264.15","6,195.30","6,264.15","6,264.15","95,988,100"
"Nov 4, 2019","6,219.13","6,242.08","6,180.34","6,180.34","6,180.34","103,975,100"
"Nov 1, 2019","6,225.81","6,228.41","6,193.89","6,207.19","6,207.19","142,104,600"
"Oct 31, 2019","6,290.57","6,301.59","6,216.29","6,228.32","6,228.32","163,955,700"
"Oct 30, 2019","6,302.09","6,304.05","6,264.94","6,295.75","6,295.75","139,603,200"
"Oct 29, 2019","6,267.68","6,281.14","6,245.94","6,281.14","6,281.14","148,492,100"
"Oct 28, 2019","6,256.79","6,278.16","6,243.35","6,265.38","6,265.38","145,042,900"
"Oct 25, 2019","6,342.61","6,348.31","6,243.25","6,252.35","6,252.35","151,346,100"
"Oct 24, 2019","6,271.51","6,339.65","6,270.19","6,339.65","6,339.65","130,619,300"
"Oct 23, 2019","6,224.42","6,257.81","6,197.95","6,257.81","6,257.81","135,886,700"
"Oct 22, 2019","6,207.49","6,229.40","6,178.56","6,225.50","6,225.50","114,083,500"
"Oct 21, 2019","6,207.89","6,228.23","6,187.36","6,198.99","6,198.99","146,413,800"
"Oct 18, 2019","6,185.21","6,201.17","6,178.50","6,191.95","6,191.95","125,611,600"
"Oct 17, 2019","6,169.90","6,197.94","6,161.39","6,181.01","6,181.01","119,164,000"
"Oct 16, 2019","6,170.56","6,183.58","6,143.85","6,169.59","6,169.59","114,463,100"
"Oct 15, 2019","6,130.30","6,158.17","6,118.26","6,158.17","6,158.17","118,739,300"
"Oct 14, 2019","6,129.23","6,153.58","6,099.24","6,126.88","6,126.88","118,521,000"
"Oct 11, 2019","6,033.32","6,109.12","6,033.32","6,105.80","6,105.80","105,411,100"
"Oct 10, 2019","6,023.98","6,044.11","6,018.45","6,023.64","6,023.64","89,240,100"
"Oct 9, 2019","6,030.46","6,047.79","6,017.36","6,029.16","6,029.16","111,759,600"
"Oct 8, 2019","6,021.69","6,046.46","6,009.38","6,039.60","6,039.60","124,640,500"
"Oct 7, 2019","6,077.74","6,084.17","5,988.87","6,000.58","6,000.58","127,549,800"
"Oct 4, 2019","6,052.75","6,076.56","6,046.13","6,061.25","6,061.25","111,920,200"
"Oct 3, 2019","6,033.03","6,050.60","5,997.69","6,038.53","6,038.53","121,133,700"
"Oct 2, 2019","6,124.44","6,154.00","6,051.69","6,055.42","6,055.42","116,223,100"
"Oct 1, 2019","6,163.98","6,176.61","6,134.77","6,138.25","6,138.25","99,171,900"
"Sep 30, 2019","6,190.37","6,195.73","6,152.50","6,169.10","6,169.10","93,299,700"
"Sep 27, 2019","6,213.93","6,219.77","6,191.66","6,196.89","6,196.89","112,420,600"
"Sep 26, 2019","6,168.67","6,230.33","6,165.93","6,230.33","6,230.33","105,163,800"
"Sep 25, 2019","6,121.49","6,146.40","6,086.00","6,146.40","6,146.40","91,732,400"
"Sep 24, 2019","6,188.77","6,194.59","6,115.95","6,137.61","6,137.61","90,097,100"
"Sep 23, 2019","6,240.14","6,247.58","6,197.39","6,206.20","6,206.20","118,747,800"
"Sep 20, 2019","6,248.97","6,256.82","6,213.24","6,231.47","6,231.47","134,219,300"
"Sep 19, 2019","6,274.18","6,282.06","6,242.89","6,244.47","6,244.47","106,914,500"
"Sep 18, 2019","6,238.71","6,276.63","6,236.48","6,276.63","6,276.63","108,718,500"
"Sep 17, 2019","6,215.24","6,240.35","6,205.30","6,236.69","6,236.69","112,446,500"
"Sep 16, 2019","6,262.29","6,266.14","6,193.51","6,219.44","6,219.44","102,809,600"
"Sep 13, 2019","6,369.42","6,375.80","6,318.92","6,334.84","6,334.84","106,712,000"
"Sep 12, 2019","6,399.00","6,414.48","6,337.52","6,342.17","6,342.17","111,986,600"
"Sep 11, 2019","6,334.59","6,381.95","6,328.69","6,381.95","6,381.95","136,654,000"
"Sep 10, 2019","6,331.73","6,342.01","6,311.34","6,336.67","6,336.67","113,186,400"
"Sep 9, 2019","6,328.28","6,333.90","6,306.74","6,326.21","6,326.21","109,132,800"
"Sep 6, 2019","6,329.41","6,336.91","6,305.02","6,308.95","6,308.95","114,218,400"
"Sep 5, 2019","6,294.28","6,307.35","6,281.95","6,306.80","6,306.80","110,321,300"
"Sep 4, 2019","6,266.76","6,273.60","6,239.00","6,269.66","6,269.66","111,903,900"
"Sep 3, 2019","6,293.36","6,310.63","6,248.80","6,261.59","6,261.59","122,848,800"
"Sep 2, 2019","6,331.15","6,338.11","6,281.60","6,290.55","6,290.55","126,521,700"
"Aug 30, 2019","6,316.12","6,329.88","6,305.04","6,328.47","6,328.47","132,856,400"
"Aug 29, 2019","6,288.19","6,306.90","6,276.42","6,289.12","6,289.12","111,978,400"
"Aug 28, 2019","6,289.65","6,306.33","6,267.19","6,281.65","6,281.65","107,048,900"
"Aug 27, 2019","6,244.57","6,289.88","6,223.74","6,278.17","6,278.17","117,748,900"
"Aug 26, 2019","6,193.23","6,230.31","6,149.02","6,214.51","6,214.51","120,581,400"
"Aug 23, 2019","6,228.13","6,255.60","6,204.19","6,255.60","6,255.60","104,137,900"
"Aug 22, 2019","6,257.56","6,265.96","6,210.54","6,239.25","6,239.25","102,340,600"
"Aug 21, 2019","6,290.81","6,308.35","6,247.99","6,252.97","6,252.97","97,455,300"
"Aug 20, 2019","6,311.91","6,317.69","6,279.56","6,295.74","6,295.74","115,615,800"
"Aug 19, 2019","6,310.63","6,329.74","6,284.78","6,296.71","6,296.71","107,478,400"
"Aug 16, 2019","6,264.38","6,292.38","6,235.70","6,286.66","6,286.66","122,425,200"
"Aug 15, 2019","6,192.46","6,257.59","6,161.67","6,257.59","6,257.59","118,749,900"
"Aug 14, 2019","6,255.51","6,274.58","6,240.20","6,267.33","6,267.33","116,897,700"
"Aug 13, 2019","6,251.31","6,251.31","6,198.07","6,210.96","6,210.96","106,057,400"
"Aug 12, 2019","6,300.67","6,309.10","6,245.28","6,250.60","6,250.60","98,246,100"
"Aug 9, 2019","6,300.09","6,319.44","6,280.67","6,282.13","6,282.13","102,271,800"
"Aug 8, 2019","6,224.90","6,281.10","6,224.90","6,274.67","6,274.67","108,941,500"
"Aug 7, 2019","6,155.83","6,221.66","6,153.64","6,204.19","6,204.19","115,751,900"
"Aug 6, 2019","6,105.09","6,157.76","6,022.60","6,119.47","6,119.47","113,648,900"
"Aug 5, 2019","6,311.16","6,315.06","6,175.70","6,175.70","6,175.70","122,385,300"
"Aug 2, 2019","6,341.12","6,353.11","6,317.27","6,340.18","6,340.18","93,321,300"
"Aug 1, 2019","6,385.26","6,404.58","6,372.71","6,381.54","6,381.54","107,634,100"
"Jul 31, 2019","6,362.11","6,390.50","6,349.00","6,390.50","6,390.50","114,214,500"
"Jul 30, 2019","6,317.57","6,377.00","6,317.04","6,377.00","6,377.00","127,506,100"
"Jul 29, 2019","6,336.85","6,349.37","6,283.60","6,299.04","6,299.04","126,988,300"
"Jul 26, 2019","6,379.20","6,385.59","6,314.41","6,325.24","6,325.24","122,282,900"
"Jul 25, 2019","6,392.39","6,412.71","6,386.29","6,401.37","6,401.37","124,582,800"
"Jul 24, 2019","6,413.32","6,419.22","6,380.01","6,384.99","6,384.99","149,335,200"
"Jul 23, 2019","6,443.71","6,454.09","6,396.67","6,403.81","6,403.81","129,238,000"
"Jul 22, 2019","6,461.41","6,468.25","6,420.35","6,433.55","6,433.55","125,797,900"
"Jul 19, 2019","6,417.44","6,456.54","6,417.44","6,456.54","6,456.54","129,678,900"
"Jul 18, 2019","6,385.06","6,407.26","6,375.62","6,403.29","6,403.29","150,696,400"
"Jul 17, 2019","6,395.46","6,403.50","6,377.50","6,394.61","6,394.61","142,137,300"
"Jul 16, 2019","6,414.73","6,428.27","6,389.40","6,401.88","6,401.88","120,399,800"
"Jul 15, 2019","6,408.31","6,439.19","6,405.45","6,418.23","6,418.23","138,330,000"
"Jul 12, 2019","6,414.20","6,425.32","6,369.50","6,373.35","6,373.35","132,748,400"
"Jul 11, 2019","6,424.63","6,434.91","6,397.22","6,417.07","6,417.07","123,096,800"
"Jul 10, 2019","6,393.19","6,412.82","6,393.19","6,410.68","6,410.68","116,571,800"
"Jul 9, 2019","6,351.48","6,388.32","6,351.42","6,388.32","6,388.32","120,669,200"
"Jul 8, 2019","6,360.21","6,367.36","6,324.72","6,351.83","6,351.83","106,782,100"
"Jul 5, 2019","6,373.32","6,386.64","6,362.92","6,373.48","6,373.48","132,400,300"
"Jul 4, 2019","6,364.07","6,385.13","6,359.42","6,375.97","6,375.97","138,923,400"
"Jul 3, 2019","6,362.96","6,385.37","6,334.75","6,362.62","6,362.62","115,118,100"
"Jul 2, 2019","6,388.22","6,394.45","6,365.37","6,384.90","6,384.90","128,839,600"
"Jul 1, 2019","6,381.18","6,395.63","6,369.19","6,379.69","6,379.69","128,295,500"
"Jun 28, 2019","6,367.02","6,377.35","6,351.51","6,358.63","6,358.63","106,200,900"
"Jun 27, 2019","6,324.69","6,357.93","6,320.09","6,352.71","6,352.71","99,586,800"
"Jun 26, 2019","6,323.81","6,334.18","6,303.35","6,310.49","6,310.49","117,335,500"
"Jun 25, 2019","6,312.10","6,327.98","6,308.00","6,320.44","6,320.44","104,114,600"
"Jun 24, 2019","6,307.93","6,320.54","6,280.22","6,288.46","6,288.46","113,990,600"
"Jun 21, 2019","6,343.48","6,352.53","6,269.69","6,315.44","6,315.44","111,701,800"
"Jun 20, 2019","6,346.01","6,357.46","6,311.25","6,335.70","6,335.70","93,519,900"
"Jun 19, 2019","6,289.45","6,339.26","6,289.45","6,339.26","6,339.26","104,524,400"
"Jun 18, 2019","6,195.13","6,257.33","6,195.13","6,257.33","6,257.33","94,426,600"
"Jun 17, 2019","6,259.54","6,263.50","6,190.52","6,190.52","6,190.52","94,608,600"
"Jun 14, 2019","6,278.03","6,294.65","6,234.99","6,250.27","6,250.27","86,134,100"
"Jun 13, 2019","6,282.61","6,284.46","6,250.12","6,273.08","6,273.08","95,630,400"
"Jun 12, 2019","6,270.35","6,296.82","6,257.44","6,276.18","6,276.18","90,308,800"
"Jun 11, 2019","6,286.80","6,310.00","6,255.26","6,305.99","6,305.99","86,434,200"
"Jun 10, 2019","6,277.29","6,334.65","6,276.28","6,289.61","6,289.61","94,734,500"
"May 31, 2019","6,110.52","6,209.12","6,110.48","6,209.12","6,209.12","94,994,300"
"May 29, 2019","6,059.53","6,112.43","6,054.57","6,104.11","6,104.11","79,068,400"
"May 28, 2019","6,101.84","6,118.91","6,033.14","6,033.14","6,033.14","107,550,600"
"May 27, 2019","6,056.41","6,114.53","6,054.77","6,098.97","6,098.97","79,120,000"
